ogrenci_id,yas,egitim_durumu,kurs_turu,kurs_suresi_hafta,kayitli_oldugu_hafta_sayisi,haftalik_ders_saati,toplam_ders_saati,devamsizlik_saati,devamsizlik_orani,ust_uste_devamsizlik_sayisi,toplam_ucret,odenen_tutar,kalan_borc,taksit_sayisi,son_odeme_gecikme_gun_sayisi,odeme_yontemi,son_giristen_beri_gun_sayisi,son_30_gun_giris_sayisi,son_30_gun_ai_etkilesim_sayisi,tamamlanan_odev_orani,memnuniyet_skoru,is_churn
1010,18,Mezun,Yapay Zeka,24,3,8,24,2,0.0833,0,18000,10445,7555,2,39,Kredi Kartı,39,11,11,0.16695953029824728,2.4,1
1011,25,Üniversite,Yapay Zeka,24,20,8,160,60,0.375,3,24000,14769,9231,3,30,Kredi Kartı,39,19,5,0.3571881307862624,5.0,0
1012,34,Mezun,Yapay Zeka,24,17,8,136,31,0.2279,2,18000,18000,0,9,27,Kredi Kartı,26,16,9,0.8963496119848802,3.4,0
1013,20,Lise,Veri Bilimi,24,21,8,168,38,0.2262,2,24000,5028,18972,2,9,Havale,10,7,4,0.7517302228933619,3.8,0
1014,37,Mezun,Web Geliştirme,24,12,6,72,14,0.1944,3,24000,18841,5159,6,5,Elden,53,12,9,0.8889047220860231,1.6,1
1015,32,Çalışan,Web Geliştirme,24,18,6,108,12,0.1111,2,12000,9105,2895,6,14,Elden,53,11,7,0.7039110551267326,4.2,0
1016,32,Mezun,Yapay Zeka,24,4,8,32,0,0.0,0,36000,29074,6926,2,26,Kredi Kartı,27,11,6,0.9083078456920911,2.9,0
1017,41,Çalışan,Veri Bilimi,24,10,8,80,22,0.275,0,36000,28671,7329,3,9,Kredi Kartı,7,7,2,0.8848661126736033,3.4,0
1018,39,Çalışan,Yapay Zeka,24,18,8,144,35,0.2431,0,30000,20949,9051,3,20,Elden,49,14,6,0.5976430465508458,4.5,0
1019,31,Çalışan,İngilizce,16,14,4,56,18,0.3214,0,36000,27075,8925,9,18,Kredi Kartı,17,12,5,0.6745134756923586,3.3,0
1020,43,Çalışan,Web Geliştirme,24,8,6,48,11,0.2292,2,30000,30000,0,6,3,Havale,12,6,2,0.3175229711747343,2.4,1
1021,40,Çalışan,Siber Güvenlik,24,9,8,72,2,0.0278,1,36000,21849,14151,6,21,Havale,32,14,3,0.8413122996398418,4.9,0
1022,31,Mezun,Yapay Zeka,24,19,8,152,12,0.0789,1,24000,14503,9497,6,37,Elden,14,5,6,0.5313334119574383,3.4,1
1023,41,Lise,İngilizce,16,13,4,52,24,0.4615,0,24000,9197,14803,6,14,Elden,21,9,6,0.8489954713083087,3.4,0
1024,19,Üniversite,Web Geliştirme,24,6,6,36,10,0.2778,2,36000,15975,20025,6,5,Havale,37,15,5,0.7628370780664462,4.3,0
1025,30,Mezun,Veri Bilimi,24,22,8,176,64,0.3636,2,18000,12706,5294,2,10,Havale,29,8,7,0.6689970718946084,4.4,1
1026,43,Üniversite,Web Geliştirme,24,7,6,42,16,0.381,0,12000,8906,3094,3,43,Kredi Kartı,5,7,10,0.9270992986726303,5.0,0
1027,31,Üniversite,Veri Bilimi,24,21,8,168,7,0.0417,1,30000,18654,11346,2,29,Kredi Kartı,44,6,4,0.6502482305255125,3.2,1
1028,44,Çalışan,Veri Bilimi,24,6,8,48,8,0.1667,4,18000,14635,3365,6,39,Kredi Kartı,58,10,1,0.9384318838280666,2.8,1
1029,41,Çalışan,Yapay Zeka,24,11,8,88,30,0.3409,3,24000,13194,10806,2,23,Kredi Kartı,33,2,3,0.5712565829179518,4.0,0
1030,36,Çalışan,Yapay Zeka,24,17,8,136,10,0.0735,0,18000,18000,0,6,21,Kredi Kartı,54,17,4,0.9645280483213365,4.3,1
1031,24,Üniversite,Web Geliştirme,24,19,6,114,17,0.1491,4,36000,24774,11226,3,29,Kredi Kartı,18,11,4,0.8895846282632367,3.7,0
1032,20,Lise,İngilizce,16,12,4,48,6,0.125,0,48000,39286,8714,12,45,Elden,48,6,4,0.5047751373084222,3.8,0
1033,32,Lise,Web Geliştirme,24,12,6,72,6,0.0833,1,12000,8284,3716,3,3,Kredi Kartı,32,5,7,0.7413968756288947,3.9,0
1034,40,Üniversite,Siber Güvenlik,24,21,8,168,33,0.1964,0,18000,8989,9011,3,5,Kredi Kartı,13,7,4,0.09296511351430374,3.5,0
1035,31,Lise,Veri Bilimi,24,21,8,168,22,0.131,4,18000,9417,8583,12,37,Kredi Kartı,47,9,2,0.6424411669192825,3.1,1
1036,28,Lise,Veri Bilimi,24,24,8,192,28,0.1458,0,30000,10899,19101,3,25,Kredi Kartı,46,12,9,0.40702278375190154,2.9,1
1037,32,Çalışan,Yapay Zeka,24,13,8,104,28,0.2692,0,24000,5265,18735,12,18,Kredi Kartı,40,10,14,0.7291224221928359,2.9,0
1038,30,Mezun,İngilizce,16,2,4,8,3,0.375,4,24000,21298,2702,2,1,Elden,18,11,6,1.0,4.0,1
1039,35,Üniversite,Yapay Zeka,24,7,8,56,20,0.3571,2,18000,8958,9042,3,3,Havale,39,11,9,1.0,2.3,0
1040,43,Lise,Siber Güvenlik,24,23,8,184,46,0.25,3,24000,15214,8786,6,4,Kredi Kartı,14,6,4,0.8699639102387432,4.5,0
1041,23,Mezun,Web Geliştirme,24,5,6,30,15,0.5,0,18000,18000,0,9,34,Kredi Kartı,9,8,7,0.7820853758057101,4.8,0
1042,20,Lise,Web Geliştirme,24,16,6,96,33,0.3438,1,30000,28267,1733,3,28,Kredi Kartı,54,8,10,0.6029631491712969,4.2,1
1043,36,Çalışan,İngilizce,16,6,4,24,9,0.375,6,18000,12374,5626,12,15,Havale,60,13,5,0.37248709002995356,2.2,1
1044,32,Üniversite,Yapay Zeka,24,4,8,32,6,0.1875,2,30000,17919,12081,6,44,Kredi Kartı,1,9,3,0.5230337656809639,2.8,0
1045,42,Üniversite,Yapay Zeka,24,23,8,184,28,0.1522,3,24000,14679,9321,9,11,Kredi Kartı,49,13,7,0.5569741203300328,2.7,1
1046,40,Üniversite,Siber Güvenlik,24,1,8,8,2,0.25,5,18000,18000,0,3,20,Kredi Kartı,51,6,3,0.9195326761144231,2.5,1
1047,22,Lise,Web Geliştirme,24,4,6,24,9,0.375,2,18000,12475,5525,3,8,Elden,1,13,2,0.09661318831966603,3.4,1
1048,27,Mezun,Yapay Zeka,24,3,8,24,6,0.25,1,30000,30000,0,12,10,Kredi Kartı,20,7,4,0.708309622075394,5.0,0
1049,24,Mezun,İngilizce,16,16,4,64,7,0.1094,1,24000,7796,16204,12,7,Elden,11,8,5,0.7984061710773341,4.6,0
1050,42,Mezun,Web Geliştirme,24,4,6,24,0,0.0,0,36000,23822,12178,6,25,Kredi Kartı,9,12,5,1.0,4.5,0
1051,34,Lise,Siber Güvenlik,24,1,8,8,0,0.0,0,18000,16945,1055,2,31,Havale,11,5,3,0.482310745539336,1.6,0
1052,24,Mezun,İngilizce,16,12,4,48,11,0.2292,4,12000,11040,960,2,38,Havale,38,8,11,0.6378602301388057,5.0,0
1053,39,Mezun,Veri Bilimi,24,13,8,104,38,0.3654,1,18000,14542,3458,6,3,Kredi Kartı,1,13,2,0.8122847799776456,5.0,0
1054,43,Çalışan,Siber Güvenlik,24,2,8,16,0,0.0,0,18000,8953,9047,2,33,Kredi Kartı,56,11,8,0.5293189438048271,2.6,0
1055,29,Üniversite,İngilizce,16,12,4,48,5,0.1042,3,18000,5791,12209,3,27,Kredi Kartı,0,9,5,0.685827401461147,2.0,0
1056,42,Üniversite,Yapay Zeka,24,9,8,72,6,0.0833,6,12000,7263,4737,3,24,Kredi Kartı,1,8,4,0.5924694922161262,3.8,1
1057,34,Mezun,Veri Bilimi,24,7,8,56,16,0.2857,5,24000,21859,2141,6,43,Havale,22,10,7,0.5232157323441564,5.0,1
1058,30,Mezun,Siber Güvenlik,24,13,8,104,10,0.0962,2,30000,30000,0,2,34,Kredi Kartı,27,15,6,1.0,4.1,0
1059,37,Üniversite,Yapay Zeka,24,22,8,176,0,0.0,0,30000,20331,9669,6,18,Havale,52,8,4,0.9669417312962104,3.4,0
1060,42,Üniversite,Veri Bilimi,24,2,8,16,2,0.125,3,24000,15011,8989,6,34,Kredi Kartı,16,8,4,0.8495325043884956,3.7,0
1061,21,Üniversite,Web Geliştirme,24,1,6,6,0,0.0,0,24000,16852,7148,6,38,Kredi Kartı,51,12,6,0.6351693726554248,4.4,0
1062,27,Çalışan,Yapay Zeka,24,18,8,144,32,0.2222,2,30000,21150,8850,3,28,Havale,39,7,3,0.7893932574737406,3.0,1
1063,20,Üniversite,İngilizce,16,7,4,28,5,0.1786,2,24000,22719,1281,3,13,Havale,20,12,9,0.8125334997140503,4.2,0
1064,26,Çalışan,Siber Güvenlik,24,18,8,144,43,0.2986,1,30000,16737,13263,6,20,Kredi Kartı,43,6,6,1.0,5.0,0
1065,30,Mezun,Veri Bilimi,24,19,8,152,33,0.2171,1,48000,29780,18220,9,35,Kredi Kartı,33,9,7,0.18714131021187358,2.7,0
1066,35,Çalışan,Yapay Zeka,24,8,8,64,26,0.4062,0,36000,27558,8442,6,37,Kredi Kartı,8,11,2,0.4423377845132672,4.1,0
1067,32,Çalışan,Web Geliştirme,24,23,6,138,19,0.1377,0,24000,11806,12194,12,13,Elden,16,8,7,0.6631487399400274,4.8,0
1068,21,Üniversite,Siber Güvenlik,24,12,8,96,32,0.3333,1,24000,10083,13917,6,39,Kredi Kartı,48,6,7,0.7428369054273903,2.1,1
1069,32,Çalışan,Siber Güvenlik,24,11,8,88,24,0.2727,4,30000,30000,0,9,14,Kredi Kartı,41,12,3,0.43290616144571525,3.5,0
1070,39,Lise,Yapay Zeka,24,9,8,72,12,0.1667,2,18000,11592,6408,2,29,Havale,44,7,5,0.7375734822318698,2.9,1
1071,19,Çalışan,Web Geliştirme,24,4,6,24,8,0.3333,0,30000,26179,3821,3,11,Kredi Kartı,31,12,8,0.4269213636788173,2.8,0
1072,32,Mezun,Veri Bilimi,24,7,8,56,4,0.0714,3,24000,19741,4259,6,4,Kredi Kartı,4,8,2,0.07124036468114411,5.0,0
1073,25,Lise,Yapay Zeka,24,17,8,136,60,0.4412,5,36000,11021,24979,3,26,Kredi Kartı,13,8,3,0.5130993516008141,4.5,1
1074,25,Mezun,Veri Bilimi,24,11,8,88,7,0.0795,3,18000,8763,9237,6,14,Elden,45,7,3,0.8490417326356128,4.8,1
1075,34,Çalışan,Siber Güvenlik,24,2,8,16,0,0.0,0,12000,7991,4009,3,25,Elden,46,11,4,0.7019468207529264,4.6,0
1076,29,Lise,Veri Bilimi,24,23,8,184,0,0.0,0,30000,17695,12305,6,8,Havale,24,12,4,0.28453749104134207,3.9,0
1077,36,Mezun,Web Geliştirme,24,18,6,108,26,0.2407,1,24000,17068,6932,6,39,Kredi Kartı,21,5,4,0.7607418296966293,4.2,0
1078,27,Mezun,İngilizce,16,6,4,24,3,0.125,2,12000,8356,3644,6,39,Havale,4,10,7,1.0,4.8,0
1079,26,Çalışan,Web Geliştirme,24,12,6,72,18,0.25,0,24000,20313,3687,12,34,Kredi Kartı,53,12,3,0.8309548864901387,3.6,0
1080,22,Üniversite,Veri Bilimi,24,9,8,72,2,0.0278,0,18000,11503,6497,3,12,Kredi Kartı,37,19,6,0.9489728751996579,4.4,0
1081,23,Üniversite,Yapay Zeka,24,11,8,88,27,0.3068,5,30000,20020,9980,3,44,Elden,8,8,7,0.7522957902273562,5.0,1
1082,37,Lise,Siber Güvenlik,24,5,8,40,10,0.25,2,24000,6975,17025,3,43,Kredi Kartı,60,16,4,0.8298778077119805,4.5,1
1083,43,Mezun,İngilizce,16,10,4,40,6,0.15,0,18000,8994,9006,9,45,Kredi Kartı,30,9,4,0.5377472282116872,3.4,0
1084,19,Üniversite,Yapay Zeka,24,7,8,56,19,0.3393,1,24000,12290,11710,6,32,Elden,40,13,4,0.6375796170244021,3.5,0
1085,44,Çalışan,Yapay Zeka,24,1,8,8,3,0.375,1,18000,9701,8299,6,33,Havale,20,9,4,0.4534180541570482,3.1,0
1086,41,Lise,Web Geliştirme,24,24,6,144,34,0.2361,0,30000,16717,13283,2,3,Kredi Kartı,35,3,5,0.691632585959302,2.4,0
1087,44,Mezun,Veri Bilimi,24,5,8,40,15,0.375,3,18000,14399,3601,6,12,Kredi Kartı,0,13,6,0.5122926303867176,1.0,0
1088,30,Lise,Web Geliştirme,24,6,6,36,15,0.4167,0,36000,36000,0,3,9,Kredi Kartı,21,17,6,0.3240050662915358,2.8,0
1089,23,Üniversite,Veri Bilimi,24,13,8,104,8,0.0769,3,12000,3750,8250,6,44,Kredi Kartı,22,8,7,0.6124628760594817,3.3,0
1090,22,Üniversite,Web Geliştirme,24,11,6,66,28,0.4242,3,24000,14398,9602,9,0,Kredi Kartı,22,10,5,0.5109596067238756,4.0,0
1091,42,Üniversite,Yapay Zeka,24,8,8,64,4,0.0625,2,30000,13004,16996,6,10,Kredi Kartı,14,7,5,0.563012692247144,4.2,0
1092,18,Mezun,Siber Güvenlik,24,20,8,160,57,0.3562,3,12000,3784,8216,6,8,Elden,45,15,0,0.9238184575796125,3.6,1
1093,38,Çalışan,Veri Bilimi,24,2,8,16,6,0.375,0,18000,9324,8676,6,37,Kredi Kartı,0,4,2,0.7289736886336854,3.4,1
1094,39,Mezun,İngilizce,16,15,4,60,11,0.1833,2,18000,6963,11037,6,22,Kredi Kartı,5,5,6,0.6597064372369831,5.0,0
1095,38,Çalışan,İngilizce,16,10,4,40,8,0.2,2,12000,8497,3503,3,12,Kredi Kartı,39,8,6,0.8840421559463619,2.9,0
1096,23,Çalışan,Yapay Zeka,24,8,8,64,11,0.1719,2,24000,14624,9376,6,4,Kredi Kartı,34,8,8,0.652383673437852,5.0,0
1097,23,Mezun,Web Geliştirme,24,2,6,12,1,0.0833,0,30000,17261,12739,3,24,Kredi Kartı,16,13,7,0.876561380257859,2.8,0
1098,40,Çalışan,Web Geliştirme,24,21,6,126,13,0.1032,1,18000,13085,4915,2,9,Elden,60,15,4,0.7297803799768703,3.4,0
1099,33,Mezun,Yapay Zeka,24,15,8,120,37,0.3083,1,24000,7009,16991,3,4,Elden,22,16,4,0.6717169653745751,3.2,0
1100,21,Lise,İngilizce,16,13,4,52,19,0.3654,2,48000,19046,28954,6,21,Kredi Kartı,19,6,4,0.637853487936582,3.0,0
1101,28,Mezun,İngilizce,16,6,4,24,5,0.2083,3,36000,26595,9405,3,41,Elden,27,4,3,0.7029549508272618,2.5,0
1102,41,Lise,Web Geliştirme,24,5,6,30,1,0.0333,2,12000,4729,7271,6,24,Kredi Kartı,36,12,7,0.9269876552850748,3.1,0
1103,40,Mezun,Veri Bilimi,24,22,8,176,2,0.0114,3,12000,1674,10326,2,36,Havale,17,11,2,0.6053610255194996,5.0,0
1104,26,Mezun,Siber Güvenlik,24,22,8,176,35,0.1989,0,24000,24000,0,3,19,Kredi Kartı,6,15,1,0.6892936477207672,5.0,0
1105,40,Lise,Veri Bilimi,24,3,8,24,3,0.125,4,18000,13239,4761,6,27,Elden,48,8,5,0.7343254893143499,3.8,0
1106,20,Üniversite,İngilizce,16,11,4,44,19,0.4318,1,12000,10848,1152,3,20,Kredi Kartı,46,14,4,0.7897363154535384,3.3,1
1107,36,Çalışan,Veri Bilimi,24,11,8,88,8,0.0909,0,18000,8435,9565,6,10,Havale,19,7,7,0.48159196159499823,5.0,0
1108,25,Mezun,Siber Güvenlik,24,16,8,128,42,0.3281,2,12000,3652,8348,6,28,Havale,23,9,4,0.743079224977009,2.2,0
1109,22,Üniversite,Veri Bilimi,24,3,8,24,3,0.125,1,24000,17326,6674,12,4,Kredi Kartı,15,5,7,0.6352491941055667,3.3,1
1110,21,Mezun,Veri Bilimi,24,9,8,72,12,0.1667,0,24000,8989,15011,6,36,Kredi Kartı,12,13,8,0.5905097747616626,1.4,0
1111,41,Mezun,Veri Bilimi,24,3,8,24,6,0.25,3,12000,10857,1143,2,4,Kredi Kartı,27,11,5,0.9788643632548638,5.0,0
1112,23,Mezun,Veri Bilimi,24,19,8,152,48,0.3158,5,24000,17031,6969,3,32,Havale,6,9,3,0.36027213351225684,4.5,0
1113,19,Çalışan,Yapay Zeka,24,11,8,88,26,0.2955,1,24000,16770,7230,2,44,Kredi Kartı,14,10,5,0.8134032108583285,4.0,0
1114,37,Mezun,İngilizce,16,14,4,56,7,0.125,1,30000,21045,8955,12,35,Havale,22,4,4,0.5043606378846442,3.2,0
1115,28,Üniversite,Siber Güvenlik,24,2,8,16,4,0.25,0,48000,48000,0,2,7,Elden,22,11,5,0.47133160827466214,5.0,0
1116,21,Çalışan,İngilizce,16,7,4,28,4,0.1429,4,48000,39058,8942,3,5,Kredi Kartı,59,14,8,0.6533660873699546,4.2,1
1117,32,Çalışan,Yapay Zeka,24,10,8,80,0,0.0,0,24000,14384,9616,3,14,Kredi Kartı,30,9,6,1.0,3.7,0
1118,23,Lise,Yapay Zeka,24,10,8,80,21,0.2625,0,36000,24630,11370,9,14,Havale,4,10,2,0.7132763350667193,5.0,0
1119,39,Üniversite,Yapay Zeka,24,20,8,160,72,0.45,1,12000,5190,6810,3,8,Havale,26,5,11,0.8932529583790597,4.7,0
1120,34,Üniversite,Yapay Zeka,24,1,8,8,4,0.5,0,24000,12454,11546,12,4,Elden,43,7,4,0.43271598801875993,2.7,0
1121,41,Mezun,Veri Bilimi,24,6,8,48,13,0.2708,0,30000,28885,1115,2,25,Kredi Kartı,59,9,6,0.7077166667130275,4.4,0
1122,23,Mezun,İngilizce,16,5,4,20,5,0.25,0,24000,15855,8145,2,22,Kredi Kartı,9,8,2,0.6947171798595783,2.5,1
1123,36,Mezun,Web Geliştirme,24,14,6,84,0,0.0,0,18000,15132,2868,3,15,Havale,50,12,8,0.21878338111164766,5.0,0
1124,42,Çalışan,Siber Güvenlik,24,2,8,16,11,0.6875,0,12000,5131,6869,9,38,Havale,41,9,9,0.86400480619109,5.0,1
1125,19,Çalışan,Yapay Zeka,24,6,8,48,23,0.4792,4,24000,20678,3322,9,34,Havale,60,10,2,0.5066781298564647,2.1,1
1126,32,Lise,İngilizce,16,1,4,4,1,0.25,5,30000,18016,11984,2,9,Kredi Kartı,6,11,8,0.9453300788459501,3.9,0
1127,28,Üniversite,Yapay Zeka,24,3,8,24,6,0.25,1,48000,33927,14073,2,26,Kredi Kartı,55,10,5,0.4834678854073316,3.3,0
1128,25,Üniversite,Yapay Zeka,24,4,8,32,0,0.0,0,18000,11972,6028,6,15,Kredi Kartı,31,7,5,0.9484623683658078,2.6,0
1129,43,Üniversite,Yapay Zeka,24,13,8,104,26,0.25,2,36000,25039,10961,2,20,Elden,22,9,4,0.8093929697497557,5.0,1
1130,36,Mezun,Yapay Zeka,24,3,8,24,5,0.2083,1,12000,7472,4528,2,11,Kredi Kartı,53,12,3,1.0,2.8,0
1131,30,Çalışan,Yapay Zeka,24,15,8,120,0,0.0,0,36000,34958,1042,2,8,Havale,46,8,4,0.8687445719028313,2.9,0
1132,29,Üniversite,Siber Güvenlik,24,13,8,104,31,0.2981,2,36000,9853,26147,2,15,Havale,8,11,3,0.6842312630960501,3.1,0
1133,22,Mezun,İngilizce,16,6,4,24,11,0.4583,1,12000,9400,2600,3,8,Kredi Kartı,28,9,7,0.9919421698499167,2.3,0
1134,23,Çalışan,Yapay Zeka,24,11,8,88,25,0.2841,2,18000,8692,9308,2,28,Kredi Kartı,26,7,7,0.6413913351961189,4.2,1
1135,43,Üniversite,Yapay Zeka,24,4,8,32,9,0.2812,1,12000,4931,7069,3,22,Havale,37,9,6,0.37268258608999333,3.0,0
1136,39,Üniversite,Yapay Zeka,24,17,8,136,40,0.2941,1,48000,48000,0,9,38,Kredi Kartı,20,5,5,0.5326347168744012,3.8,0
1137,21,Üniversite,Yapay Zeka,24,5,8,40,6,0.15,3,24000,9894,14106,3,42,Kredi Kartı,42,13,7,0.6247689080431125,3.4,0
1138,36,Lise,Veri Bilimi,24,21,8,168,60,0.3571,2,30000,5870,24130,6,23,Kredi Kartı,5,12,7,0.8708526192488819,4.7,0
1139,37,Çalışan,Veri Bilimi,24,24,8,192,95,0.4948,5,18000,16001,1999,2,21,Havale,25,11,5,0.6849674647528513,4.5,1
1140,18,Lise,Web Geliştirme,24,8,6,48,11,0.2292,3,36000,18960,17040,6,30,Elden,19,10,3,0.7898354471303641,3.8,0
1141,37,Üniversite,Yapay Zeka,24,21,8,168,14,0.0833,0,18000,17435,565,3,9,Havale,60,15,5,0.7332756835739517,3.2,0
1142,34,Mezun,Web Geliştirme,24,24,6,144,0,0.0,0,18000,1568,16432,6,41,Havale,14,12,5,0.7941218515547424,2.9,0
1143,29,Çalışan,Siber Güvenlik,24,10,8,80,25,0.3125,2,18000,18000,0,2,26,Kredi Kartı,44,14,5,0.5964473920894451,2.6,0
1144,32,Üniversite,Web Geliştirme,24,7,6,42,14,0.3333,2,24000,21260,2740,9,33,Havale,37,12,7,0.5153463817012001,3.3,1
1145,18,Lise,İngilizce,16,1,4,4,1,0.25,1,12000,7175,4825,3,38,Elden,19,9,7,0.6765429561987294,2.1,0
1146,43,Lise,Veri Bilimi,24,7,8,56,10,0.1786,0,24000,5204,18796,3,23,Kredi Kartı,52,11,6,0.8459687804743533,3.4,1
1147,31,Üniversite,Veri Bilimi,24,24,8,192,52,0.2708,5,12000,3805,8195,12,20,Kredi Kartı,14,11,7,0.6640609531452656,4.3,0
1148,23,Üniversite,Yapay Zeka,24,19,8,152,19,0.125,4,24000,11452,12548,6,14,Elden,28,9,6,0.6001163292846546,3.3,0
1149,22,Mezun,Yapay Zeka,24,9,8,72,7,0.0972,1,24000,19881,4119,3,16,Havale,5,8,6,0.6934175621487991,2.2,0
1150,28,Üniversite,Siber Güvenlik,24,24,8,192,8,0.0417,0,18000,7821,10179,12,44,Kredi Kartı,15,12,4,0.5931142878915316,3.5,0
1151,21,Lise,Siber Güvenlik,24,2,8,16,1,0.0625,3,18000,2474,15526,3,18,Elden,0,7,2,0.839597814872429,4.2,0
1152,30,Çalışan,İngilizce,16,6,4,24,8,0.3333,1,30000,21209,8791,2,24,Kredi Kartı,5,8,5,0.6626571476352193,4.3,0
1153,28,Üniversite,Yapay Zeka,24,20,8,160,27,0.1688,1,12000,10788,1212,12,39,Kredi Kartı,15,11,4,0.8919337371405696,2.4,0
1154,20,Üniversite,Yapay Zeka,24,19,8,152,15,0.0987,2,18000,18000,0,3,21,Havale,53,13,9,0.754185855162914,4.4,0
1155,18,Üniversite,Siber Güvenlik,24,6,8,48,0,0.0,0,30000,11807,18193,9,40,Kredi Kartı,32,10,8,0.5571376791599357,4.3,1
1156,23,Çalışan,Siber Güvenlik,24,10,8,80,27,0.3375,0,18000,7559,10441,2,41,Havale,6,7,9,0.5184096515961621,3.3,0
1157,35,Üniversite,Siber Güvenlik,24,13,8,104,43,0.4135,3,24000,0,24000,6,13,Kredi Kartı,59,10,4,0.34865452326231594,4.3,0
1158,41,Çalışan,Veri Bilimi,24,2,8,16,1,0.0625,3,18000,4736,13264,6,27,Kredi Kartı,9,17,7,0.7477593179870977,2.5,0
1159,27,Çalışan,Web Geliştirme,24,10,6,60,12,0.2,2,18000,6901,11099,12,11,Kredi Kartı,52,5,3,0.6339874009439994,1.3,0
1160,22,Lise,Web Geliştirme,24,10,6,60,3,0.05,1,30000,12799,17201,6,26,Havale,7,12,4,0.6376617517819871,3.0,0
1161,40,Çalışan,Yapay Zeka,24,5,8,40,8,0.2,0,18000,9298,8702,2,23,Kredi Kartı,20,7,4,0.5729658905881743,3.6,0
1162,27,Üniversite,Veri Bilimi,24,22,8,176,58,0.3295,0,24000,19150,4850,6,21,Elden,25,8,5,0.6821199959450286,3.7,0
1163,29,Lise,Siber Güvenlik,24,4,8,32,16,0.5,0,30000,23336,6664,2,38,Havale,36,10,7,0.45200950672468493,1.1,1
1164,19,Çalışan,Yapay Zeka,24,23,8,184,26,0.1413,0,18000,9388,8612,9,40,Kredi Kartı,17,5,5,0.8776954657871375,3.6,0
1165,30,Mezun,Veri Bilimi,24,2,8,16,6,0.375,1,24000,15691,8309,9,38,Kredi Kartı,3,9,7,0.6621264656253142,3.3,0
1166,25,Mezun,İngilizce,16,7,4,28,10,0.3571,0,36000,11180,24820,6,35,Havale,19,13,6,0.5364991206345954,5.0,0
1167,19,Üniversite,Veri Bilimi,24,18,8,144,28,0.1944,1,24000,12207,11793,9,22,Kredi Kartı,47,18,3,0.8194338275692051,3.9,0
1168,37,Üniversite,Yapay Zeka,24,17,8,136,58,0.4265,1,12000,3923,8077,2,7,Kredi Kartı,41,10,5,0.6175701910185232,4.0,0
1169,18,Çalışan,Web Geliştirme,24,11,6,66,11,0.1667,1,24000,11161,12839,6,27,Kredi Kartı,57,6,4,0.14741930395756062,4.1,0
1170,22,Üniversite,Siber Güvenlik,24,21,8,168,50,0.2976,2,12000,12000,0,3,28,Kredi Kartı,47,9,7,1.0,5.0,0
1171,26,Üniversite,İngilizce,16,2,4,8,1,0.125,1,18000,12353,5647,6,14,Kredi Kartı,39,11,7,0.8426720278280636,4.1,0
1172,34,Lise,Veri Bilimi,24,8,8,64,20,0.3125,0,36000,18051,17949,2,38,Havale,18,9,4,0.9600843554849625,4.9,1
1173,26,Üniversite,Yapay Zeka,24,12,8,96,29,0.3021,0,12000,9233,2767,9,7,Elden,32,9,7,0.5151553865282501,2.1,1
1174,28,Çalışan,Yapay Zeka,24,24,8,192,83,0.4323,2,12000,6615,5385,2,27,Kredi Kartı,22,10,2,0.8205610522729342,5.0,0
1175,32,Üniversite,Siber Güvenlik,24,1,8,8,4,0.5,1,24000,24000,0,6,32,Elden,8,11,11,0.616167531546333,3.1,0
1176,41,Çalışan,Yapay Zeka,24,20,8,160,62,0.3875,4,48000,35431,12569,2,10,Elden,37,12,5,0.7995530587288608,3.0,1
1177,23,Üniversite,Yapay Zeka,24,21,8,168,57,0.3393,2,18000,6476,11524,9,41,Elden,44,12,3,0.5983150063481459,4.0,0
1178,40,Mezun,Siber Güvenlik,24,12,8,96,14,0.1458,0,18000,17635,365,2,36,Elden,44,13,2,1.0,3.5,0
1179,20,Üniversite,İngilizce,16,11,4,44,0,0.0,0,24000,19315,4685,6,24,Havale,17,6,4,0.754692045344655,3.5,0
1180,34,Üniversite,Web Geliştirme,24,6,6,36,16,0.4444,2,24000,18403,5597,3,33,Havale,45,11,3,0.6881795850338235,4.2,1
1181,22,Üniversite,Web Geliştirme,24,3,6,18,10,0.5556,0,24000,20558,3442,6,21,Kredi Kartı,1,10,10,0.7137325223612583,3.1,0
1182,29,Üniversite,Veri Bilimi,24,5,8,40,11,0.275,0,36000,29960,6040,3,1,Kredi Kartı,47,13,4,0.6060321017402486,4.0,0
1183,35,Mezun,İngilizce,16,14,4,56,2,0.0357,1,18000,14003,3997,6,15,Elden,16,6,6,0.5937741422657524,2.1,0
1184,31,Çalışan,Veri Bilimi,24,12,8,96,45,0.4688,4,18000,10973,7027,3,10,Kredi Kartı,53,11,3,1.0,4.2,0
1185,38,Mezun,Web Geliştirme,24,13,6,78,33,0.4231,1,12000,10519,1481,9,13,Kredi Kartı,15,9,5,0.4169636711681662,4.0,0
1186,41,Üniversite,Siber Güvenlik,24,13,8,104,0,0.0,0,30000,18208,11792,2,31,Kredi Kartı,45,11,3,0.9332679412433397,3.3,0
1187,28,Lise,Yapay Zeka,24,17,8,136,33,0.2426,0,18000,17676,324,3,21,Havale,44,9,3,0.495918791163724,2.7,1
1188,26,Lise,Web Geliştirme,24,24,6,144,38,0.2639,2,36000,27881,8119,6,4,Havale,47,15,10,0.5634515261774481,2.9,1
1189,19,Mezun,İngilizce,16,11,4,44,0,0.0,0,48000,33448,14552,2,35,Kredi Kartı,23,8,2,0.8145701158917936,3.1,0
